id,ItemDescription,Diagnosis,PreventiveFlag
3563,Finn:  BLOODWORK - CBC (1st),vomiting ,0
3564,Finn:  Amoxicillin 100 mg,vomiting ,0
3565,Finn:  Pepcid AC 10mg tabs,vomiting ,0
3566,Finn:  Prednisolone 5mg ,vomiting ,0
3567,Finn:  Metronidazole 100mg tablet,vomiting ,0
3568,Finn:  BLOODWORK - T4/SDMA,vomiting ,0
3569,Finn:  BLOODWORK - ELECTROLYTES,vomiting ,0
3570,Finn:  BLOODWORK - 4DX,vomiting ,0
3571,Jack:  Vitamin B12 1000mcg/ml inj.,Possible pancreatitis- open diagnosis ,0
3572,Jack:  Gabapentin 50mg (Compounded) Capsule,Possible pancreatitis- open diagnosis ,0
3573,Jack:  Cerenia 16mg DIN02299496,Possible pancreatitis- open diagnosis ,0
3574,Jack:  Famotidine Inj 10mg/ml DIN 02247745,Possible pancreatitis- open diagnosis ,0
3575,Jack:  Remeron (Mirtazapine) 15mg DIN2248542,Possible pancreatitis- open diagnosis ,0
3576,Jack:  FLUIDS ADMINISTRATION - SQ,Possible pancreatitis- open diagnosis ,0
3577,Dougal:  Medical Waste Disposal,Conjunctivistis  ,0
3578,Dougal:  Office Visit - Sick/Injured,Conjunctivistis  ,0
3579,Dougal:  Corneal Fluorescein Stain,Conjunctivistis  ,0
3580,Dougal:  Neo Poly Dex Opth Oint,Conjunctivistis  ,0
3581,Lucky:  Medical Consultation,Cytopoint injection ,0
3582,"Lucky:  Antech - Superchem, CBC, Urinalysis",Cytopoint injection ,0
3583,Lucky:  RC K9 Hypoallergenic 396g can,Cytopoint injection ,0
3584,Lucky:  Canine MCRC Hypo HP 390gm Can,Cytopoint injection ,0
3585,Lucky:  Antech - Add on Urine Culture,Cytopoint injection ,0
3586,Lucky:  CET Enzymatic Toothpaste Vanilla Mint,Cytopoint injection ,0
3587,Abby:  Hills K9 I/D Stew Large can,vomiting ,0
3588,Joker:  Galliprant 60mg X 90,Medication Refill ,0
3589,Sasha:  X-Ray (1-4 Views),Medication Refill ,0
3590,Sasha:  Dasuquin Small Breed (150ct.),Medication Refill ,0
3591,Sasha:  EXAM- ROUTINE,Medication Refill ,0
3592,Sasha:  Total cost for sedation,Medication Refill ,0
3593,Sasha:  OSHA Compliance/Biohazard Fee Surgery,Medication Refill ,0
3594,Sasha:  X-Ray Consultation- Telemedicine STAT,Medication Refill ,0
3595,Moose:  General Exam/Consultation,Possible uti ,0
3596,Moose:  K9 C/D 17.6 lbs,Possible uti ,0
3597,Yoshi:  Sedation,Follow up for Root Canal from previous estimate  ,0
3598,Yoshi:  CT Scan - Endodontic,Follow up for Root Canal from previous estimate  ,0
3599,"Leo:  Elizabethan Collar 40cm ( 16"" )",Surgical incision repait ,0
3600,Leo:  Wound Treatment - Intermediate,Surgical incision repait ,0
3601,Leo:  Trazodone HCl Tabs 100mg,Surgical incision repait ,0
3602,Leo:  Anesthesia Monitoring / Recovery,Surgical incision repait ,0
3603,Leo:  Sedation >60#,Surgical incision repait ,0
3604,Blue:  Recheck Exam,Hit by vehicle ,0
3605,Blue:  Canine Hills DD Salmon 370 gm can,Hit by vehicle ,1
3606,Hannah Pacheco:  (RC) Gastro Intestinal HE 24/13.6,Vomiting ,0
3607,Hannah Pacheco:  Examination / Consultation,Vomiting ,0
3608,Bailey:  EAR/SKIN CYTOLOGY - in clinic,Ears ,0
3609,Bailey:  Consultation,Ears ,0
3610,Bailey:  EAR CLEANING - BILATERAL,Ears ,0
3611,Bailey:  Surolan 30 mL DIN 00755753,Ears ,0
3612,Bailey:  Burrows 0.5% / HC 1% per ml,Ears ,0
3613,Koya:  Examination - Suspect UTI,Vaginitis/UTI ,0
3614,Koya:  Pill Pockets Dog Capsule Duck&Pea 6.6oz,Vaginitis/UTI ,0
3615,Rory:  Reconcile Bottle 8mg 30ct,Aggression issues -dog bite ,0
3616,Rory:  Cosequin DS 250 count,Aggression issues -dog bite ,0
3617,Rory:  Trazodone 50 mg tablets,Aggression issues -dog bite ,0
3618,River Song:  Lab IH - Cytology - Ear,Aggression issues -dog bite ,0
3619,River Song:  Exam Physical,Aggression issues -dog bite ,0
3620,River Song:  Mometamax 15 gram,Aggression issues -dog bite ,0
3621,Boss:  RC Canine GI Low Fat 385g Can,derm issues ,0
3622,Boss:  Cytopoint 30mg INJ. - 9.2kg-13.6kg,derm issues ,0
3623,Boss:  Cytopoint 30mg INJ. - 9.2kg-13.6kg,derm issues ,0
3624,Boss:  Exam - Dermatology Recheck,derm issues ,0
3625,Sofia:  Physical Exam- Med Problem  or Injured,trouble walking- neurological symptoms ***$15.02 not sales tax - medical waste and sanitation fees***,0
3626,Benny:  Cyclosporine (Atopica) 100mgCaps(15ct),Dermatology Visit; see medical record ,0
3627,Rock Star:  Cytology (1-4 sites) WC1-WC4 IDX,"lumps on chest, ear infection ",0
3628,Rock Star:  Gross Evaluation of Fine Needle Aspira,"lumps on chest, ear infection ",0
3629,Rock Star:  MISC Prescription CMP DISPMED,"lumps on chest, ear infection ",0
3630,Rock Star:  ProGut Plus Powder 180g,"lumps on chest, ear infection ",0
3631,Rock Star:  Flexadin 120ct,"lumps on chest, ear infection ",0
3632,Rock Star:  Exam/Consultation   Medical Condition,"lumps on chest, ear infection ",0
3633,BRODY:  INFLUENZA BIVAL YEARLY VACCINE,"exam, vacs, food, chronic med & bloodwork for chronic med Apoquel Rx for allergies bloodwork for Apoquel refill",1
3634,BRODY:  FECAL EXAM/INTESTINAL PARASITE,"exam, vacs, food, chronic med & bloodwork for chronic med Apoquel Rx for allergies bloodwork for Apoquel refill",1
3635,BRODY:  EXAM Comprehensive (well),"exam, vacs, food, chronic med & bloodwork for chronic med Apoquel Rx for allergies bloodwork for Apoquel refill",0
3636,BRODY:  BORDETELLA BOOSTER (6 month),"exam, vacs, food, chronic med & bloodwork for chronic med Apoquel Rx for allergies bloodwork for Apoquel refill",1
3637,BRODY:  RABIES CANINE 3 YEAR BOOSTER,"exam, vacs, food, chronic med & bloodwork for chronic med Apoquel Rx for allergies bloodwork for Apoquel refill",1
3638,Taco :  Neo Poly Dex Ophth Ointment,Skin Mites and Cough ,0
3639,Taco :  Recheck Exam,Skin Mites and Cough ,0
3640,Shelby:  Cefpodoxime (Simplicef) 200mg Tab DISPMED,Allergies/Skin ,0
3641,Shelby:  Apoquel (Oclacitinib) 16mg Tab DISPMED,Allergies/Skin ,0
3642,Shelby:  PD z/d Ultra K9 13oz Can 7018,Allergies/Skin ,0
3643,Tj:  Giardia - in house,diarrhea ,0
3644,Tj:  Metronidazole 250mg-Aa Pharma Inc.,diarrhea ,0
3645,Tj:  Anal Sacs With Exam,diarrhea ,0
3646,Tj:  Regular Consultation,diarrhea ,0
3647,Tj:  Pedicure With Exam,diarrhea ,0
3648,Bailey:  Gabapentin 100 mg (Teva),Back Pain ,0
3649,Baxter:  Apoquel 16 mg tabs ,Otitis Externa Media/ Cranial Nerve Abnormalities ,0
3650,Baxter:  Medical Progress Assessment,Otitis Externa Media/ Cranial Nerve Abnormalities ,0
3651,Baxter:  TrizULTRA + Keto Ear Cleaner 4 oz.,Otitis Externa Media/ Cranial Nerve Abnormalities ,0
3652,Murphy:  Bandage Dressing Rtn,Angular Deformity ,0
3653,Gunther:  Otomax 30g DISPMED,Otitis ,0
3654,Gunther:  Exam/Consultation   Medical Condition,Otitis ,0
3655,Gunther:  Cytology Ear IHLAB,Otitis ,0
3656,Huxley:  HOSP Setup,acute hindlimb lameness ,0
3657,Huxley:  Sedation Radiology,acute hindlimb lameness ,0
3658,Huxley:  RAD ExtremitiesComparative,acute hindlimb lameness ,0
3659,Murphy:  Follow up - Neurology (Brief),neck pain and fever ,0
3660,Murphy:  Sucralfate 1gm Tabs,neck pain and fever ,0
3661,Murphy:  Prednisone 5mg Tabs,neck pain and fever ,0
3662,Murphy:  Ranitidine 30mg/mL Oral Suspension,neck pain and fever ,0
3663,Owen:  VetScan Comprehensive Diagnostic Profile IH,Grape/Raisin Ingestion ,0
3664,Owen:  Exam Emergency Regular Hours,Grape/Raisin Ingestion ,0
3665,Owen:  Emesis induce,Grape/Raisin Ingestion ,0
3666,Owen:  VetScan Comprehensive Diagnostic Profile IH,Grape/Raisin Ingestion ,0
3667,Owen:  HOSP/hour Level 2 K9 L,Grape/Raisin Ingestion ,0
3668,Owen:  Fluids IV Maintenance/hr,Grape/Raisin Ingestion ,0
3669,Owen:  HOSP/hour Level 2 K9 L,Grape/Raisin Ingestion ,0
3670,Owen:  Fluids IV Maintenance/hr,Grape/Raisin Ingestion ,0
3671,Owen:  HOSP/hour Level 1 K9 L,Grape/Raisin Ingestion ,0
3672,Owen:  HOSP Setup,Grape/Raisin Ingestion ,0
3673,Owen:  Fluids IV Setup (for hourly maintenance),Grape/Raisin Ingestion ,0
3674,Owen:  Trazodone HCL (gen) 100mg Tab IHMED,Grape/Raisin Ingestion ,0
3675,Scout:  Nail Trim w/ Exam,Skin Lesion  ,0
3676,Scout:  Exam/Consultation   Medical Condition,Skin Lesion  ,0
3677,Scout:  Cefpodoxime (Simplicef) 200mg Tab DISPMED,Skin Lesion  ,0
3678,Sasha:  Atopica for Cats 17mls,medication ,0
3679,Ozzy:  Fecal and Ova Plus Panel,limping ,1
3680,Ozzy:  Exam - Puppy/Kitten,limping ,0
3681,Nyx:  Abdominal Radiograph Series,Adominal Mass ,0
3682,Nyx:  Blood Collection,Adominal Mass ,0
3683,Nyx:  Geri-Profile with T4 and U/a,Adominal Mass ,0
3684,Nyx:  X-Ray Sedation IM,Adominal Mass ,0
3685,Nyx:  Cystocentesis,Adominal Mass ,0
3686,ROWDY:  Exam/Consultation  Recheck (within 30 days,gastrointestinal/ vomitting/inapptiance  ,0
3687,OTIS:  Simparica    22.1-44lb ,Urinary Accident ,0
3688,OTIS:  Sentinel Tablets   26-50 lbs.,Urinary Accident ,0
3689,OTIS:  EXAMINATION,Urinary Accident ,0
3690,OTIS:  URINALYSIS W/SED-In house,Urinary Accident ,0
3691,Howie :  Exam - Progress,Recheck Ear Infection ,0
3692,Howie :  Ear Cytology,Recheck Ear Infection ,0
3693,Sawyer:  Thyro Tabs 0.1mg X 120 , hypothyroid medication ,0
3694,Sawyer:  Synthroid 0.025 mg x 90 tabs, hypothyroid medication ,0
3695,Winston:  Greenie (Large) pkg. 12,Skin ,0
3696,Winston:  Medical Progress Visit,Skin ,0
3697,Winston:  Apoquel 16mg / tab,Skin ,0
3698,Winston:  Theraderm Cream 15 gm.,Skin ,0
3699,Molly:  Medical Waste,Gastroenteritis  ,0
3700,Molly:  Fluids Administration - Sq,Gastroenteritis  ,0
3701,Molly:  Metronidazole (Flagyl) 250mg Tablets,Gastroenteritis  ,0
3702,Molly:  IDEXX Fecal Panel (Comprehensive),Gastroenteritis  ,0
3703,Molly:  Examination - Emergency,Gastroenteritis  ,0
3704,Gwen:  Metacam Oral Susp. 32ml,Back pain ,0
3705,Ciara:  Apoquel 16mg tablets,Back pain ,0
3706,Eddie:  Metacam 1.5mg/ml 10ml,rt eye squinting ( ulcer confirmed ) ,0
3707,Gwen:  Metacam Oral Susp. 32ml,"inflammation on paws, possible allergy ",0
3708,Ciara:  Apoquel 16mg tablets,"inflammation on paws, possible allergy ",0
3709,Rawhide:  ANTECH General Senior Profile,BW TO RECHECK LIVER PARAMETERS  ,0
3710,Rawhide:  EXAMINATION (comprehensive-sick),BW TO RECHECK LIVER PARAMETERS  ,0
3711,Maggie Mae:  Exam/Consultation   Medical Condition,Torn Toenail ,0
3712,Maggie Mae:  Torn Nail Treatment,Torn Toenail ,0
3713,Maggie Mae:  Carprofen (gen) 75mg Cap DISPMED,Torn Toenail ,0
3714,Spike:  Zeniquin 50mg Tablet,recheck tail fold pyoderma ,0
3715,Miley:  Add On PT/PTT ADD290,Elevated liver enzymes ,0
3716,"Miley:  Liver Profile w/CBC, Chem GCV9",Elevated liver enzymes ,0
3717,Miley:  US Other,Elevated liver enzymes ,0
3718,Coco:  Examination - Annual Wellness,pre operative blood work ,0
3719,Benedictos:  SVP Alprazolam 0.25mg,Behavioural consult and bloodwork (Separation anxiety) ,0
3720,Benedictos:  Gentle Leader - Medium (Red),Behavioural consult and bloodwork (Separation anxiety) ,0
3721,Benedictos:  Behaviour Consult - add'l 1/2 hr.,Behavioural consult and bloodwork (Separation anxiety) ,0
3722,Benedictos:  Behaviour Consult - first 1/2 hr,Behavioural consult and bloodwork (Separation anxiety) ,0
3723,"Benedictos:  T4, Alone In House",Behavioural consult and bloodwork (Separation anxiety) ,0
3724,Benedictos:  Blood Collection,Behavioural consult and bloodwork (Separation anxiety) ,0
3725,Dakota:  Panacur Granules (per tsp),Giardia ,0
3726,Dakota:  RC Canine Development Cans,Giardia ,0
3727,Paddington Bear:  ISATHAL EYE GEL 3g,eye infection ,0
3728,Paddington Bear:  CONSULTATION/EXAMINATION,eye infection ,0
3729,Paddington Bear:  FLUORESCIEN DYE,eye infection ,0
3730,Dakota:  Metronidazole 100mg/mL suspension,Giardia ,0
3731,Dakota:  Panacur Granules (per tsp),Giardia ,0
3732,Dakota:  RC Canine Development Cans,Giardia ,0
3733,Dakota:  VT Fecal OP - not fltg or opg,Giardia ,0
3734,Oliver:  Examination Level 2,Conjunctivitis  ,0
3735,Oliver:  SINGLE UNIT ITEM,Conjunctivitis  ,0
3736,Oliver:  Corneal Staining,Conjunctivitis  ,0
3737,Oliver:  Neo-Poly-Dex Ophthalmic Drops 5 mL,Conjunctivitis  ,0
3738,Leroy:  BNPH Ophthalmic Ointment - 3.5g,Check eye ,0
3739,Leroy:  Avena Sativa Ear Cleaner - 250ml,Check eye ,0
3740,Leroy:  Strongid T - 15 ml,Check eye ,1
3741,Leroy:  Companion Animal Exam & Consultation,Check eye ,0
3742,Dakota:  Drontal Plus: Large Dogs (68mg) *specia,Giardia ,0
3743,Nitro:  Complete blood cell count,Not eating ,0
3744,Nitro:  Cerenia Inject 10mg/ml,Not eating ,0
3745,Nitro:  Purina Feline EN canned  13636,Not eating ,0
3746,Nitro:  Feline I/D C/V Stew can3392,Not eating ,0
3747,Nitro:  Physical Comprehensive/Ext,Not eating ,0
3748,Nitro:  CATALYST SDMA,Not eating ,0
3749,Nitro:  Radiograph - per view,Not eating ,0
3750,Nitro:  Comprehensive Chemistry 15/electrolytes ,Not eating ,0
3751,Micky:  Hilary's Blend Meal Supplement K9 700g,Post TPLO Surgery ,0
3752,Micky:  Nutravet - NutraFlex (60s),Post TPLO Surgery ,0
3753,Nigel:  Apoquel 3.6mg,Skin issues / Allergies ,0
3754,Roxi:  Exam - Minor,HotSpot ,0
3755,Roxi:  Anal Gland Expression With Exam,HotSpot ,0
3756,Roxi:  Isaderm Gel 15g,HotSpot ,0
3757,Roxi:  Bravecto 40-56kg PINK,HotSpot ,1
3758,Roxi:  Buster Collar 30cm,HotSpot ,0
3759,Roxi:  Cefaseptin 750mg tablets,HotSpot ,0
3760,Draco:  Add On Urine Protein Creatinine Ratio,Follow up testing ,0
3761,"Jamie, CGC:  Gabapentin 100 mg Capsules","Immune Mediated Polyarthritis  BAR happier and interactive today. ulcerated, erythema skin nose and rostral muzzle. jt swelling over hocks, stifles and carpi significantly reduced. waxy, erythema AU. Spots of erythema inner pinna. muzzle/nose ulceration/erythema- r/o immune-mediated, rxn to fluroquinolones, open. Stop Baytril and Osurnia use. Flush out Osurnia from ears. Stop tx for ears for now.  Continue pred as directed, a./o will need taper depending on response. Recheck PE and labs (health chek) in 2 wks.  Add vit E and ",0
3762,"Jamie, CGC:  Pill Pockets Large (Capsule) Chicken","Immune Mediated Polyarthritis  BAR happier and interactive today. ulcerated, erythema skin nose and rostral muzzle. jt swelling over hocks, stifles and carpi significantly reduced. waxy, erythema AU. Spots of erythema inner pinna. muzzle/nose ulceration/erythema- r/o immune-mediated, rxn to fluroquinolones, open. Stop Baytril and Osurnia use. Flush out Osurnia from ears. Stop tx for ears for now.  Continue pred as directed, a./o will need taper depending on response. Recheck PE and labs (health chek) in 2 wks.  Add vit E and ",0
3763,Daisy:  Albumin (Lab),Tumor removal  ,0
3764,Daisy:  Prednisone 5 mg tablet,Tumor removal  ,0
3765,Daisy:  Cryo Surgery,Tumor removal  ,0
3766,Daisy:  Medical Progress Exam,Tumor removal  ,0
3767,Daisy:  OSHA Compliance Bio Medical Fee,Tumor removal  ,0
3768,Molly:  Exam/Consultation    Well Patient,Pain managment  ,0
3769,Molly:  Tramadol (gen) 50mg Tab DISPCHR,Pain managment  ,0
3770,Jackson:  Fluorescein Ophthalmic Stain,"Indolent ulcer, possibly steroid related ",0
3771,Jackson:  Medical Progress Exam,"Indolent ulcer, possibly steroid related ",0
3772,Bruin:  Re-Exam,Dermatitis ,0
3773,Louie:  Heartgard Chewable Blue (up to 25lb) ,Annual ,1
3774,Louie:  Heartworm Antigen Test - Antech (T615),Annual ,1
3775,Louie:  Radiologist review. ,Annual ,0
3776,Louie:  OSHA/Biohazard Fee,Annual ,0
3777,Louie:  Fecal Comprehensive to Idexx,Annual ,1
3778,Louie:  Yearly Exam,Annual ,0
3779,Louie:  XRAYTHORAXVIEW,Annual ,0
3780,Bella:  Spack -Sterile Surgical Pack,Laceration on toe  ,0
3781,Bella:  Laceration Repair,Laceration on toe  ,0
3782,Bella:  Wound Care Large,Laceration on toe  ,0
3783,"Bella:  Torbugesic Injection, Per Ml",Laceration on toe  ,0
3784,Bella:  Medical Waste Fee,Laceration on toe  ,0
3785,Bella:  Exam- Urgent Care/Same Day,Laceration on toe  ,0
3786,Bella:  Calmer E-Collar X-Large,Laceration on toe  ,0
3787,Bella:  Rimadyl Caplets 100mg,Laceration on toe  ,0
3788,Bella:  Domitor Sedation per ml (mg/ml),Laceration on toe  ,0
3789,Bella:  Antisedan Anesthetic Reversal per ml,Laceration on toe  ,0
3790,Bella:  Bandage-Medium,Laceration on toe  ,0
3791,Bella:  Amoxicillin 500 Mg Capsules,Laceration on toe  ,0
3792,Aksel:  Office Consultation and Examination,PPQ ,0
3793,Aksel:  Buprenorphine 0.8mg/ml --PER ML,PPQ ,0
3794,Aksel:  PPQ Removal,PPQ ,0
3795,Aksel:  Duplocillin La Injection - CANINE,PPQ ,0
3796,Aksel:  Sedation Intramuscular,PPQ ,0
3797,JET:  Novox 100mg.,PARTIAL ACL TEAR ,0
3798,JET:  NAIL TRIM,PARTIAL ACL TEAR ,0
3799,JET:  EXAMINATION,PARTIAL ACL TEAR ,0
3800,JET:  TRAMADOL 50 MG,PARTIAL ACL TEAR ,0
3801,JET:  RADIOGRAPH 14 X 17,PARTIAL ACL TEAR ,0
3802,Callie:  Follow up - Oncology,hypercalcemia ,0
3803,Callie:  Superchem/CBC/UA - Antech,hypercalcemia ,0
3804,Callie:  I-Stat CG-8,hypercalcemia ,0
3805,Callie:  Blood Collection - Venous 1 to 2,hypercalcemia ,0
3806,Callie:  Cystocentesis,hypercalcemia ,0
3807,Thor:  Phenobarbital 30mg,Medication ,0
3808,Rosie:  Zithromax 250mg Tablet,"Panting, not herself-meningitis recheck ",0
3809,Rosie:  Medical Waste Charge,"Panting, not herself-meningitis recheck ",0
3810,Rosie:  Exam - RECHECK,"Panting, not herself-meningitis recheck ",0
3811,Rosie:  AC605 K9 JR Wellness accuplex ages 1-6,"Panting, not herself-meningitis recheck ",0
3812,Jackson:  Autologous Serum Vial,non healing Idolent ulcer ,0
3813,Jackson:  Keratotomy Diamond Burr Technique,non healing Idolent ulcer ,0
3814,Jackson:  Tono-Pen- Intraocular Pressure,non healing Idolent ulcer ,0
3815,Jackson:  Fluorescein Ophthalmic Stain,non healing Idolent ulcer ,0
3816,Jackson:  Artificial Tears Lubricant Eye Drops15ml,non healing Idolent ulcer ,0
3817,Jackson:  Medical Progress Exam,non healing Idolent ulcer ,0
3818,Jackson:  EloxiOral (Metacam) 1.5mg/ml 10ml,non healing Idolent ulcer ,0
3819,Aksel:  Office Consultation and Examination,allergies ,0
3820,Aksel:  K9 Advantix II Lrg (11-25kg) PER DOSE,allergies ,1
3821,Aksel:  Vanectyl-P,allergies ,0
3822,BOBO:  Tylosin (as Tartrate) 60mg #180,dirrhear and itch  ,0
3823,Princess:  IDEXX 1178 Pre-op Profile 4,Pancreatitis ,0
3824,Princess:  Brief Recheck Exam - Internal Medicine,Pancreatitis ,0
3825,Princess:  IDEXX 18491 Spec cPL -K9 Add-on,Pancreatitis ,0
3826,Pikachu:  CBC w/Differential T330,Autoimmune Thrombocytopenia ,0
3827,Angel:  Heartgard Plus K9 L 51-100lb/23-45kg 6Pk D,Limping ,1
3828,Roman:  Gabapentin (gen) 300mg Cap DISPMED,perineal hernia ,0
3829,Pippin:  Inj - Cytopoint 20mg PER VIAL,Rx injection ,0
3830,Winston:  Cystocentesis  US--recheck ,"Straining to urinate, follow up testing for coccidia ",0
3831,Winston:  Da2pp  Puppy Vaccination,"Straining to urinate, follow up testing for coccidia ",1
3832,Winston:  Interceptor Plus 25.1 - 50 lb. Yellow,"Straining to urinate, follow up testing for coccidia ",1
3833,Winston:  IDEXX Urine Culture screen ****,"Straining to urinate, follow up testing for coccidia ",0
3834,Winston:  Canine Flu H3N2/H3N8 First,"Straining to urinate, follow up testing for coccidia ",1
3835,Winston:  IDEXX Ova and Parasites with Giardia,"Straining to urinate, follow up testing for coccidia ",0
3836,Aksel:  MCRC Canine HYPO HP per can,allergies ,0
3837,Aksel:  MCRC Canine HYPO HP 4kg- SMBREED,allergies ,0
3838,Aksel:  MCRC Canine HYPO HP 4kg- SMBREED,allergies ,0
3839,Misty:  Monoject(Insulin syringe)29gx 3/10 (100),diabetes syringes and Simentra for kidney ,0
3840,Mandy :  Itraconazole (Itrafungol) 10mg/mL/mL DISP,Skin ,0
3841,Mandy :  Culture Dermatophyte M240,Skin ,0
3842,Mandy :  Exam/Consultation   Medical Condition,Skin ,0
3843,Mandy :  FeLV Vaccine 1yr,Skin ,1
3844,Mandy :  NeoPolyDex (gen) OphS 5mL DISPMED,Skin ,0
3845,Roki-Road:  Inj Butorphanol (Dolorex)10mg/ml,Liver ,0
3846,Roki-Road:  Inj Dexdomitor 0.5mg/ml,Liver ,0
3847,Roki-Road:  Ursodiol Suspension 60mg/ml 30 ml,Liver ,0
3848,Roki-Road:  Ultrasound Guided FNA,Liver ,0
3849,Roki-Road:  Lx Cytology - Consult Only,Liver ,0
3850,Roki-Road:  Amoxi/Clav 62.5 mg tablets,Liver ,0
3851,Petunia:  Spay K9 S,OVH ,0
3852,Petunia:  Pain Management Elective Procedure,OVH ,0
3853,Petunia:  Fluids Elective Procedure,OVH ,0
3854,Petunia:  PostOp Elect Analgesi 3-4d (Pick List)LI,OVH ,0
3855,Petunia:  Acepromazine (gen) 10mg Tab DISPMED,OVH ,0
3856,Petunia:  Trazodone HCL (gen) 50mg Tab DISPMED,OVH ,0
3857,Petunia:  Anesthesia Elective Procedure,OVH ,0
3858,Aksel:  MCRC Canine HYPO HP 4kg- SMBREED,PPQ ,0
3859,Bodhi:  Ocu-Glo Vision Supplement 90 GelCaps,Cataracts & related diarrhea from medication ,0
3860,Aksel:  Surolan Ear and Skin Solution 15ml,allergies ,0
3861,Weston:  Cartrophen / ml,Hip Pain ,0
3862,Weston:  Interceptor Plus Green 5.75mg/57mg,Hip Pain ,1
3863,Weston:  Annual Consultation,Hip Pain ,0
3864,Weston:  Rabies Vaccine - 3yr (Imrab3),Hip Pain ,1
3865,Weston:  ECG - Routine + Cardiopet,Hip Pain ,0
3866,Teddy:  Exam/Consultation    Well Patient,Elevated liver enzymes for lab work and extractions for deciduous teeth ,0
3867,Teddy:  Fecal O&PCmb T808 1yr,Elevated liver enzymes for lab work and extractions for deciduous teeth ,1
3868,Teddy:  RCVCN Develop Puppy 13.6z/385g Cn 440300/6,Elevated liver enzymes for lab work and extractions for deciduous teeth ,0
